GATS2se,GATS8pe,AATSC3Z,ATSC8i,GATS5se,MATS3Z,EState_VSA3,JGI10,AATSC7d,SIC4,MATS8i,AATSC7c,SsssN,GATS8d,AATSC8i,MATS1m,ATSC2d,ATSC8dv,GATS7s,AvgIpc,fs
1.4489066473522396,0.8771933615840762,-1.0123777739078583,-7.342976785727899,1.5879552920261943,-0.120977177377049,2.274986143294837,0.0048363552200306,-0.0860363561028758,0.8957652746612607,-0.0604208404320046,-0.0003110203415448,0.2062641411898805,0.9328738151084012,-0.1028592335909471,0.1267678238068395,-7.098031807372172,-4.053473172736748,0.8028753551846797,2.7185502338080574,27.4
1.4241456973864388,0.8876614123198079,-0.9784879825563708,-6.505270680881926,1.5777228321816614,-0.1168509891027757,3.639977829271739,0.0049133837090826,-0.0820884023227409,0.8973597126986217,-0.0569655828412537,-0.0002139961292504,0.3300226259038088,0.9341565457318832,-0.0973505150752242,0.1242404776261509,-6.853850891795478,-3.489408928230649,0.8006162457608182,2.7605800699305507,29.3
1.4076383974092384,0.8946401128102955,-0.955894788322046,-5.946799944317943,1.5709011922853058,-0.1141001969199269,4.549972286589674,0.0049647360351172,-0.0794564331359842,0.8984226713901957,-0.0546620777807531,-0.0001493133210541,0.412528282379761,0.9350116994808712,-0.0936780360647422,0.1225555801723584,-6.691063614744348,-3.113366098559915,0.7991101728115773,2.788599960678879,34.0
1.4076383974092384,0.8859008558560337,-0.955894788322046,-6.49798314538541,1.5820911364075636,-0.1141001969199269,3.4000699199328928,0.0048360892584951,-0.0824537240063554,0.9001825137586443,-0.0563122549663632,-0.0005075711189309,0.4074045676799958,0.9349807949215638,-0.0960889743976636,0.1225555801723584,-6.491063614744348,-3.7439249570617,0.8122534420794006,2.788020577451113,26.6
1.4097854231650773,0.9046207173077008,-1.0093674030507804,-4.614937690026051,1.534544232818537,-0.1221925064844223,10.287059008153513,0.0048198305952316,-0.0834848140270284,0.8878358390820726,-0.0535294953654754,-0.000222364442174,0.4458173508396073,0.9620208196998348,-0.0921919715841654,0.1234373436029752,-8.597733471074378,-29.54721808999082,0.7925380812451754,2.543199487887662,29.9
1.4901748972952409,0.8597466103578572,-1.0688607594936708,-8.739153627137854,1.6050093917670836,-0.1278541578341711,0.0,0.0047079744049441,-0.0926162790697674,0.8931078779323257,-0.0661796030832561,-0.0004727273620355,0.0,0.9307359307359307,-0.1120404311171519,0.1309800674413206,-7.504999999999996,-4.993580246913582,0.8066405375577821,2.648500506937236,19.7
1.4051403603813957,0.8861218694853332,-0.9482845170510676,-6.227505114082491,1.575242446429268,-0.1128697298825384,1.6814289258077555,0.0048279308155489,-0.080561918150178,0.8896901694780155,-0.0567092004501362,-0.0003114716670049,0.5932363275111595,0.9372401330363476,-0.0966262770791088,0.1224251051897378,-6.53514516129032,0.3822606081627935,0.8025814606920949,2.544301132324557,26.6
1.3201058234675505,0.9124971286128092,-0.8277082746084643,-3.7158566010271272,1.5454755010914525,-0.0978853019309058,3.362857851615511,0.0049478872261537,-0.0685075572305886,0.8862724610237052,-0.0472387978170164,-0.0001502159719743,1.186472655022319,0.9437443353367648,-0.0812121230410656,0.1138701429381549,-5.565290322580645,5.758101463239168,0.7985223838264077,2.44010175771188,30.9
1.2350712865537052,0.9388723877402853,-0.7071320321658608,-1.2042080879717636,1.5157085557536365,-0.0829008739792731,5.044286777423266,0.0050678436367585,-0.0564531963109992,0.8828547525693947,-0.0377683951838965,1.1039723056218808e-05,1.7797089825334786,0.9502485376371816,-0.0657979690030224,0.105315180686572,-4.595435483870968,11.133942318315542,0.7944633069607203,2.3359023830992007,49.8
1.1925540180967826,0.9520600173040232,-0.6468439109445594,0.0516161685559177,1.5008250830847287,-0.0754086600034568,5.885001240327144,0.005127821842061,-0.0504260158512045,0.8811458983422396,-0.0330331938673366,9.166757057150863e-05,2.0763271462890582,0.95350063878739,-0.0580908919840009,0.1010376995607806,-4.1105080645161305,13.821862745853728,0.7924337685278767,2.2838026957928617,28.8
1.3996418095843572,0.905788518021574,-0.93763424099565,-7.633389656608243,1.5923332410589817,-0.1111071667408606,2.250167553276112,0.0049429926975381,-0.0843851348370895,0.895620341136235,-0.0581028989030416,-0.0002431754373581,0.2102517668867846,0.9345018006032988,-0.0987093365575851,0.1219605286654988,-6.561442148760327,-8.092536271809001,0.8161529003803769,2.7205691244105834,26.8
1.3991300615183986,0.8856697522798693,-0.9564224743678116,-6.637710625925127,1.5924173756831328,-0.114172634848261,2.26259266499618,0.0049092253542728,-0.0844565099590557,0.8886171446661165,-0.0565472181674654,-0.0002817569787179,0.3921472364478999,0.9396131969534226,-0.0964523607250834,0.1218609942117883,-7.439274490089051,-13.702036068818028,0.7930650013305129,2.751723072523573,29.1
1.4038751200802224,0.8939507716519545,-0.945490860746892,-6.927189040260546,1.579181427861684,-0.1124123537918967,2.825118736604502,0.0048741978236927,-0.0814095467528675,0.8995417455145552,-0.0570015607437787,-0.0002583549941324,0.4042221271611869,0.9377060557577716,-0.0970691220449407,0.1223193081593029,-6.544994331065757,-4.9408072562358285,0.8056184787713121,2.788962219918827,31.4
1.3175753428652035,0.9281549329460516,-0.8221209620001133,-5.115224453383238,1.5533534639562847,-0.0969705497496222,5.650237473209004,0.0050404212424414,-0.0702028144359676,0.9059756130967848,-0.0478235184043013,-4.398262622946436e-05,0.8084442543223738,0.9446761807796128,-0.0820978129727294,0.1136585488772853,-5.584988662131519,-4.888034265558076,0.8045964199848421,2.929423932900418,35.8
1.231275565650185,0.9623590942401488,-0.6987510632533345,-3.30325986650593,1.5275255000508847,-0.0815287457073478,8.475356209813505,0.0052066446611901,-0.0589960821190676,0.9124094806790142,-0.0386454760648239,0.0001703897416735,1.2126663814835603,0.9516463058014536,-0.0671265039005181,0.1049977895952676,-4.624982993197278,-4.835261274880322,0.803574361198372,3.0698856458820085,41.1
0.7248640650706337,1.116541460086889,0.0163254224897587,13.824077426535414,1.337106883726742,0.0070056937305228,10.014212685054591,0.0059262212437443,0.0158729692065372,0.8805384307431805,0.0189815561408777,0.0011974695089192,5.33978783494266,0.9960375262198048,0.0265800000483084,0.0539854071770748,1.2236935483870863,33.48898744877379,0.7698048242509928,1.715485729404504,26.6
0.8098986019844789,1.0880086990058857,-0.1042508199528445,11.317051753905051,1.3668738290645577,-0.0079787342211098,8.901522386715193,0.0057908604838776,0.0038186082869478,0.881935035986419,0.0095192051159739,0.0010118920788131,4.746478075504586,0.9887817933882632,0.0111777299188128,0.0625403694286577,0.2538387096774106,29.21314659369742,0.7738976812850806,1.819154038019252,30.9
1.295141891008712,0.8852864914868053,-0.7975251183960895,-2.628960545731344,1.5742365066732464,-0.0928860552103312,10.100998666566602,0.005057241999138,-0.0719886247347681,0.8976432079999541,-0.0408941305321982,-0.0003698366828331,0.8401409821798673,0.9418715903152648,-0.0719709588371266,0.1132524025216602,-5.489531152794795,11.713458924346789,0.8386382441492969,2.9256155402347392,38.1
1.202829676842578,0.8924321157370376,-0.669455015687482,3.673397619648671,1.5441478656996486,-0.0766878828225033,16.764715344882926,0.0052014393697142,-0.0594991117489423,0.8863254913175536,-0.0290781339166708,-0.0003177129670145,1.852770000852133,0.9478553316132384,-0.0530635215782624,0.10477091647951,-4.41354155124653,42.27745089087241,0.8435305560269548,2.333308025843919,33.5
