VE1_A,ATSC2s,ATSC2Z,ATSC5i,GATS4s,GATS1are,Xc-3d,ETA_eta_BR,EState_VSA5,AvgIpc,log_110
7.51956939921623,358.6944444444445,165.6666666666666,-10.34130851151205,0.7997512154728577,0.5425568651934797,11.16347754536311,3.698069108621515,121.32734136923226,1.33592401712172,7.185972724
7.517956815346533,358.58333333333337,165.66666666666657,-10.284444164151935,0.8040063468995923,0.5425568651934799,11.16347754536311,3.698069108621515,121.32734136923226,0.9504448013660218,7.252295148
7.683945657861711,522.8101851851852,221.8160050409577,-15.828924526351908,0.8053591777820897,0.5580196565262961,14.056315656196976,4.454052172765229,48.53093654769288,1.0886335788360226,6.691622621
7.802947431121013,520.7688649533886,214.41723356009064,-94.53378059678454,0.8027567557881601,0.547297652336164,13.586899559375686,4.300705163142791,36.39820241076966,1.1529031109935912,7.124088896
7.707756983561451,515.2569689861602,214.997705995412,-33.490482807513466,0.7982134601058164,0.5594844109953632,13.64806736573311,4.3175419155484,36.39820241076966,1.5913637343290217,6.962004495
7.736193764452056,20.035321252295688,210.38584710743783,42.3455558152974,0.93981341338551,0.6443636261993877,8.995829444336335,3.2441101374888213,0.0,1.6122421329243557,6.812829145
8.480172748980236,19.81309903007346,210.38584710743783,44.49891944167933,0.9496084968246806,0.6443636261993877,8.995829444336335,3.2441101374888213,0.0,1.604643990511139,6.782413187
8.410288303871871,19.701987918962352,210.3858471074378,44.54187525537337,0.9598649428896096,0.6443636261993879,8.995829444336335,3.2441101374888213,0.0,1.6132590793772172,6.722866617
6.847611851786421,18.915959595959595,212.0000000000001,43.18061553734604,0.9375334787014692,0.6337928927931862,8.587581153872472,3.107599880271993,0.0,1.6442186314059588,7.176850064
7.44597457245161,18.804848484848485,212.0000000000001,44.25866490769974,0.9424668305941236,0.6337928927931863,8.587581153872472,3.107599880271993,0.0,1.400866550348227,6.729213421
4.3411073474437325,219.2489504346555,303.13872452334,29.658959579901698,0.8193600251800472,0.567991395422141,12.09550881289522,4.1197667064437535,84.92913895846256,1.6994117039111518,7.005468648
8.411099240781457,26.18216049382716,291.20468113083507,36.74479369525225,0.9218812135800144,0.6424812217056355,10.195188181454109,3.6197667064437535,0.0,1.6426104112954063,7.044424472
7.44597457245161,18.830148087059413,210.5055398185666,40.98028402635238,0.9104021462025724,0.6197308298722556,8.587581153872472,3.107599880271993,0.0,1.400866550348227,7.00976742
6.334558811000241,24.07561599489162,301.9400247251831,3.081829353331317,0.902297972903332,0.6203877143200226,8.99781786830608,3.2862326752260835,9.799819461700956,1.6696730535036932,7.084536977
6.884116895484933,231.190167585772,313.0624320734209,88.86234540589611,0.8488254227017294,0.5714762344621275,11.8886675551702,4.000093201632534,48.53093654769288,1.3425684563082096,6.949204503
6.421036328741738,231.46712033833143,309.370519031142,31.86701367798731,0.8597137498688345,0.5510220955903408,11.419251458348912,3.8467461920100967,60.6636706846161,1.5407676605227942,7.033656936
6.599795607715673,230.10873716129183,314.6836975479636,86.39590413580441,0.8355768835868851,0.5632672304940577,11.480419264706336,3.863582944415706,60.6636706846161,1.6358584229301854,6.92384597
7.559850824797003,-0.9787785704848772,28.452437574316384,57.58094115092384,1.008743524947429,0.6360053052596951,5.655757127288846,2.186102980334096,72.79640482153933,4.1832990220432045,6.747184204
7.544723777348877,-1.2010007927070996,28.452437574316388,59.6494827161943,1.0209460675879225,0.6360053052596951,5.655757127288846,2.186102980334096,60.6636706846161,4.251924787889347,6.626157463
7.540076905032239,-1.3121119038182103,28.452437574316377,59.69073255427492,1.0337233676716269,0.6360053052596951,5.655757127288846,2.186102980334096,60.6636706846161,4.200502950883535,6.805735461
7.374769143886911,-1.9277979339884097,28.79927437641728,58.92406632811958,1.0132993399523462,0.6228572155665009,5.247508836824983,2.049592723117268,78.86277189000094,4.050058176179112,7.008496677
7.443718623468041,-2.038909045099521,28.79927437641728,59.95604306880944,1.0194977135743952,0.622857215566501,5.247508836824983,2.049592723117268,84.92913895846256,4.087775917292368,6.982566168
4.426808380665702,186.2702876848041,102.14222222222214,48.28338954238569,0.8737962399825894,0.5661921260791594,8.755436495847734,3.061759549289028,133.46007550615548,1.6371160198308543,7.049531882
7.61023795119231,8.303158055174528,126.43061728395072,53.86021504673258,0.94572480905261,0.6261067930853265,6.85511586440662,2.561759549289028,36.39820241076966,1.6669702964150956,6.827027251
7.443718623468041,0.0235003542279326,35.9634029172854,57.461751898051325,0.9588323287205892,0.5976659588309948,5.247508836824983,2.049592723117268,48.53093654769288,4.087775917292368,6.842195981
7.371512927529416,7.167214869345022,140.7877672488058,19.36743060745581,0.9323188129322282,0.5952617422771459,5.657745551258589,2.228225518071352,36.39820241076966,4.132753410533479,7.138995211
7.538155811507897,16.64653341233599,-27.49141776937621,23.875801447903942,0.9750371001253682,0.7557657089930031,6.454615618011532,2.342485941930722,60.6636706846161,4.168824253861649,6.829137988
7.310433299118451,194.2424747474748,98.8654545454545,51.84286954905232,0.94810569084221,0.5526951113285747,8.079179141301424,2.788739034855372,97.0618730953858,4.262581674209943,6.903111423
